sensor_id,value,unit,taken_at
29d6c54e-7b93-4534-bce7-94c05d2338f1,382,wh,2023-05-02 13:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,861,wh,2023-05-02 14:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,216,wh,2023-05-02 15:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,538,wh,2023-05-02 16:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,217,wh,2023-05-02 17:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,918,wh,2023-05-02 18:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,497,wh,2023-05-02 19:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,785,wh,2023-05-02 20:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,739,wh,2023-05-02 21:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,731,wh,2023-05-02 22:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,618,wh,2023-05-02 23:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,636,wh,2023-05-03 00:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,834,wh,2023-05-03 01:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,224,wh,2023-05-03 02:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,278,wh,2023-05-03 03:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,504,wh,2023-05-03 04:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,949,wh,2023-05-03 05:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,660,wh,2023-05-03 06:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,981,wh,2023-05-03 07:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,755,wh,2023-05-03 08:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,321,wh,2023-05-03 09:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,774,wh,2023-05-03 10:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,543,wh,2023-05-03 11:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,676,wh,2023-05-03 12:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,990,wh,2023-05-03 13:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,913,wh,2023-05-03 14:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,418,wh,2023-05-03 15:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,514,wh,2023-05-03 16:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,280,wh,2023-05-03 17:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,358,wh,2023-05-03 18:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,953,wh,2023-05-03 19:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,938,wh,2023-05-03 20:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,784,wh,2023-05-03 21:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,722,wh,2023-05-03 22:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,229,wh,2023-05-03 23:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,618,wh,2023-05-04 00:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,335,wh,2023-05-04 01:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,554,wh,2023-05-04 02:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,468,wh,2023-05-04 03:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,999,wh,2023-05-04 04:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,558,wh,2023-05-04 05:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,431,wh,2023-05-04 06:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,377,wh,2023-05-04 07:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,551,wh,2023-05-04 08:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,956,wh,2023-05-04 09:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,427,wh,2023-05-04 10:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,686,wh,2023-05-04 11:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,607,wh,2023-05-04 12:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,880,wh,2023-05-04 13:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,473,wh,2023-05-04 14:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,315,wh,2023-05-04 15:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,340,wh,2023-05-04 16:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,902,wh,2023-05-04 17:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,674,wh,2023-05-04 18:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,944,wh,2023-05-04 19:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,651,wh,2023-05-04 20:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,814,wh,2023-05-04 21:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,981,wh,2023-05-04 22:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,895,wh,2023-05-04 23:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,275,wh,2023-05-05 00:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,382,wh,2023-05-05 01:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,453,wh,2023-05-05 02:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,314,wh,2023-05-05 03:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,368,wh,2023-05-05 04:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,464,wh,2023-05-05 05:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,629,wh,2023-05-05 06:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,788,wh,2023-05-05 07:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,536,wh,2023-05-05 08:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,898,wh,2023-05-05 09:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,823,wh,2023-05-05 10:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,373,wh,2023-05-05 11:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,911,wh,2023-05-05 12:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,826,wh,2023-05-05 13:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,654,wh,2023-05-05 14:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,606,wh,2023-05-05 15:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,227,wh,2023-05-05 16:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,295,wh,2023-05-05 17:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,644,wh,2023-05-05 18:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,638,wh,2023-05-05 19:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,719,wh,2023-05-05 20:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,896,wh,2023-05-05 21:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,764,wh,2023-05-05 22:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,904,wh,2023-05-05 23:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,829,wh,2023-05-06 00:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,482,wh,2023-05-06 01:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,818,wh,2023-05-06 02:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,424,wh,2023-05-06 03:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,524,wh,2023-05-06 04:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,501,wh,2023-05-06 05:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,421,wh,2023-05-06 06:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,999,wh,2023-05-06 07:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,276,wh,2023-05-06 08:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,779,wh,2023-05-06 09:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,910,wh,2023-05-06 10:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,403,wh,2023-05-06 11:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,413,wh,2023-05-06 12:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,655,wh,2023-05-06 13:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,299,wh,2023-05-06 14:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,724,wh,2023-05-06 15:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,569,wh,2023-05-06 16:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,849,wh,2023-05-06 17:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,501,wh,2023-05-06 18:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,334,wh,2023-05-06 19:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,525,wh,2023-05-06 20:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,804,wh,2023-05-06 21:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,463,wh,2023-05-06 22:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,215,wh,2023-05-06 23:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,483,wh,2023-05-07 00:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,752,wh,2023-05-07 01:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,834,wh,2023-05-07 02:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,552,wh,2023-05-07 03:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,782,wh,2023-05-07 04:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,809,wh,2023-05-07 05:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,662,wh,2023-05-07 06:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,689,wh,2023-05-07 07:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,917,wh,2023-05-07 08:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,697,wh,2023-05-07 09:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,786,wh,2023-05-07 10:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,453,wh,2023-05-07 11:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,858,wh,2023-05-07 12:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,210,wh,2023-05-07 13:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,405,wh,2023-05-07 14:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,659,wh,2023-05-07 15:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,636,wh,2023-05-07 16:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,950,wh,2023-05-07 17:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,643,wh,2023-05-07 18:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,838,wh,2023-05-07 19:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,940,wh,2023-05-07 20:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,500,wh,2023-05-07 21:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,304,wh,2023-05-07 22:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,994,wh,2023-05-07 23:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,946,wh,2023-05-08 00:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,828,wh,2023-05-08 01:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,658,wh,2023-05-08 02:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,464,wh,2023-05-08 03:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,537,wh,2023-05-08 04:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,239,wh,2023-05-08 05:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,340,wh,2023-05-08 06:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,569,wh,2023-05-08 07:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,941,wh,2023-05-08 08:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,474,wh,2023-05-08 09:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,319,wh,2023-05-08 10:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,813,wh,2023-05-08 11:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,212,wh,2023-05-08 12:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,768,wh,2023-05-08 13:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,985,wh,2023-05-08 14:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,417,wh,2023-05-08 15:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,926,wh,2023-05-08 16:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,907,wh,2023-05-08 17:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,348,wh,2023-05-08 18:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,426,wh,2023-05-08 19:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,316,wh,2023-05-08 20:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,858,wh,2023-05-08 21:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,404,wh,2023-05-08 22:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,421,wh,2023-05-08 23:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,779,wh,2023-05-09 00:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,484,wh,2023-05-09 01:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,355,wh,2023-05-09 02:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,351,wh,2023-05-09 03:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,555,wh,2023-05-09 04:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,874,wh,2023-05-09 05:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,626,wh,2023-05-09 06:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,370,wh,2023-05-09 07:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,263,wh,2023-05-09 08:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,504,wh,2023-05-09 09:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,774,wh,2023-05-09 10:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,219,wh,2023-05-09 11:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,705,wh,2023-05-09 12:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,782,wh,2023-05-09 13:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,585,wh,2023-05-09 14:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,554,wh,2023-05-09 15:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,527,wh,2023-05-09 16:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,496,wh,2023-05-09 17:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,898,wh,2023-05-09 18:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,527,wh,2023-05-09 19:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,696,wh,2023-05-09 20:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,281,wh,2023-05-09 21:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,978,wh,2023-05-09 22:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,442,wh,2023-05-09 23:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,372,wh,2023-05-10 00:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,387,wh,2023-05-10 01:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,658,wh,2023-05-10 02:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,553,wh,2023-05-10 03:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,541,wh,2023-05-10 04:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,935,wh,2023-05-10 05:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,597,wh,2023-05-10 06:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,724,wh,2023-05-10 07:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,737,wh,2023-05-10 08:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,853,wh,2023-05-10 09:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,633,wh,2023-05-10 10:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,350,wh,2023-05-10 11:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,982,wh,2023-05-10 12:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,809,wh,2023-05-10 13:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,627,wh,2023-05-10 14:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,475,wh,2023-05-10 15:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,556,wh,2023-05-10 16:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,981,wh,2023-05-10 17:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,850,wh,2023-05-10 18:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,621,wh,2023-05-10 19:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,824,wh,2023-05-10 20:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,514,wh,2023-05-10 21:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,357,wh,2023-05-10 22:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,475,wh,2023-05-10 23:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,791,wh,2023-05-11 00:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,836,wh,2023-05-11 01:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,965,wh,2023-05-11 02:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,925,wh,2023-05-11 03:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,398,wh,2023-05-11 04:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,223,wh,2023-05-11 05:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,835,wh,2023-05-11 06:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,740,wh,2023-05-11 07:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,270,wh,2023-05-11 08:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,631,wh,2023-05-11 09:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,306,wh,2023-05-11 10:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,236,wh,2023-05-11 11:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,779,wh,2023-05-11 12:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,390,wh,2023-05-11 13:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,370,wh,2023-05-11 14:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,840,wh,2023-05-11 15:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,816,wh,2023-05-11 16:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,853,wh,2023-05-11 17:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,742,wh,2023-05-11 18:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,362,wh,2023-05-11 19:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,269,wh,2023-05-11 20:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,711,wh,2023-05-11 21:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,851,wh,2023-05-11 22:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,864,wh,2023-05-11 23:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,434,wh,2023-05-12 00:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,702,wh,2023-05-12 01:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,853,wh,2023-05-12 02:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,562,wh,2023-05-12 03:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,276,wh,2023-05-12 04:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,792,wh,2023-05-12 05:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,249,wh,2023-05-12 06:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,951,wh,2023-05-12 07:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,289,wh,2023-05-12 08:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,738,wh,2023-05-12 09:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,615,wh,2023-05-12 10:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,438,wh,2023-05-12 11:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,790,wh,2023-05-12 12:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,782,wh,2023-05-12 13:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,201,wh,2023-05-12 14:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,846,wh,2023-05-12 15:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,501,wh,2023-05-12 16:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,707,wh,2023-05-12 17:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,208,wh,2023-05-12 18:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,766,wh,2023-05-12 19:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,474,wh,2023-05-12 20:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,424,wh,2023-05-12 21:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,577,wh,2023-05-12 22:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,466,wh,2023-05-12 23:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,325,wh,2023-05-13 00:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,768,wh,2023-05-13 01:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,977,wh,2023-05-13 02:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,674,wh,2023-05-13 03:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,276,wh,2023-05-13 04:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,606,wh,2023-05-13 05:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,798,wh,2023-05-13 06:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,866,wh,2023-05-13 07:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,510,wh,2023-05-13 08:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,876,wh,2023-05-13 09:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,399,wh,2023-05-13 10:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,775,wh,2023-05-13 11:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,760,wh,2023-05-13 12:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,878,wh,2023-05-13 13:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,401,wh,2023-05-13 14:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,320,wh,2023-05-13 15:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,284,wh,2023-05-13 16:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,665,wh,2023-05-13 17:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,645,wh,2023-05-13 18:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,534,wh,2023-05-13 19:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,475,wh,2023-05-13 20:00:00
29d6c54e-7b93-4534-bce7-94c05d2338f1,887,wh,2023-05-13 21:00:00
